url,method,body,header,header_entropy,body_entropy,number_of_special_chars,count_query_params,body_special_chars,query_param_length,path_depth,sql_injection,sql_injection_keywords_url,sql_injection_keywords_body,sql_injection_keywords_header
http://testphp.vulnweb.com/login.php,0,,"{""Host"": ""testphp.vulnweb.com"", ""Proxy-Connection"": ""keep-alive"", ""Upgrade-Insecure-Requests"": ""1"", ""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"", ""Accept"": ""text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8"", ""Sec-GPC"": ""1"", ""Accept-Language"": ""en-US,en;q=0.5"", ""Accept-Encoding"": ""gzip, deflate""}",5.367409127272932,0.0,104,0,0,0,1,False,3,0,66
http://testphp.vulnweb.com/index.php,0,,"{""Host"": ""testphp.vulnweb.com"", ""Proxy-Connection"": ""keep-alive"", ""Upgrade-Insecure-Requests"": ""1"", ""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"", ""Accept"": ""text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8"", ""Sec-GPC"": ""1"", ""Accept-Language"": ""en-US,en;q=0.5"", ""Referer"": ""http://testphp.vulnweb.com/login.php"", ""Accept-Encoding"": ""gzip, deflate""}",5.337951546880319,0.0,117,0,0,0,1,False,3,0,73
http://testphp.vulnweb.com/categories.php,0,,"{""Host"": ""testphp.vulnweb.com"", ""Proxy-Connection"": ""keep-alive"", ""Upgrade-Insecure-Requests"": ""1"", ""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"", ""Accept"": ""text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8"", ""Sec-GPC"": ""1"", ""Accept-Language"": ""en-US,en;q=0.5"", ""Referer"": ""http://testphp.vulnweb.com/index.php"", ""Accept-Encoding"": ""gzip, deflate""}",5.339994119920106,0.0,117,0,0,0,1,False,3,0,73
http://testphp.vulnweb.com/artists.php,0,,"{""Host"": ""testphp.vulnweb.com"", ""Proxy-Connection"": ""keep-alive"", ""Upgrade-Insecure-Requests"": ""1"", ""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"", ""Accept"": ""text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8"", ""Sec-GPC"": ""1"", ""Accept-Language"": ""en-US,en;q=0.5"", ""Referer"": ""http://testphp.vulnweb.com/categories.php"", ""Accept-Encoding"": ""gzip, deflate""}",5.330774361528305,0.0,117,0,0,0,1,False,3,0,73
http://testphp.vulnweb.com/disclaimer.php,0,,"{""Host"": ""testphp.vulnweb.com"", ""Proxy-Connection"": ""keep-alive"", ""Upgrade-Insecure-Requests"": ""1"", ""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"", ""Accept"": ""text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8"", ""Sec-GPC"": ""1"", ""Accept-Language"": ""en-US,en;q=0.5"", ""Referer"": ""http://testphp.vulnweb.com/artists.php"", ""Accept-Encoding"": ""gzip, deflate""}",5.337700606730166,0.0,117,0,0,0,1,False,3,0,73
http://testphp.vulnweb.com/cart.php,0,,"{""Host"": ""testphp.vulnweb.com"", ""Proxy-Connection"": ""keep-alive"", ""Upgrade-Insecure-Requests"": ""1"", ""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"", ""Accept"": ""text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8"", ""Sec-GPC"": ""1"", ""Accept-Language"": ""en-US,en;q=0.5"", ""Referer"": ""http://testphp.vulnweb.com/disclaimer.php"", ""Accept-Encoding"": ""gzip, deflate""}",5.3381040905578905,0.0,117,0,0,0,1,False,3,0,73
http://testphp.vulnweb.com/guestbook.php,0,,"{""Host"": ""testphp.vulnweb.com"", ""Proxy-Connection"": ""keep-alive"", ""Upgrade-Insecure-Requests"": ""1"", ""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"", ""Accept"": ""text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8"", ""Sec-GPC"": ""1"", ""Accept-Language"": ""en-US,en;q=0.5"", ""Referer"": ""http://testphp.vulnweb.com/cart.php"", ""Accept-Encoding"": ""gzip, deflate""}",5.337822060639706,0.0,117,0,0,0,1,False,3,0,73
http://testphp.vulnweb.com/AJAX/index.php,0,,"{""Host"": ""testphp.vulnweb.com"", ""Proxy-Connection"": ""keep-alive"", ""Upgrade-Insecure-Requests"": ""1"", ""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"", ""Accept"": ""text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8"", ""Sec-GPC"": ""1"", ""Accept-Language"": ""en-US,en;q=0.5"", ""Referer"": ""http://testphp.vulnweb.com/guestbook.php"", ""Accept-Encoding"": ""gzip, deflate""}",5.344734456080207,0.0,117,0,0,0,2,False,4,0,73
http://testphp.vulnweb.com/AJAX/styles.css,0,,"{""Host"": ""testphp.vulnweb.com"", ""Proxy-Connection"": ""keep-alive"", ""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"", ""Accept"": ""text/css,*/*;q=0.1"", ""Sec-GPC"": ""1"", ""Accept-Language"": ""en-US,en;q=0.5"", ""Referer"": ""http://testphp.vulnweb.com/AJAX/index.php"", ""Accept-Encoding"": ""gzip, deflate""}",5.349262941142024,0.0,96,0,0,0,2,False,4,0,61
http://testphp.vulnweb.com/AJAX/titles.php,0,,"{""Host"": ""testphp.vulnweb.com"", ""Proxy-Connection"": ""keep-alive"", ""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"", ""Accept"": ""*/*"", ""Sec-GPC"": ""1"", ""Accept-Language"": ""en-US,en;q=0.5"", ""Referer"": ""http://testphp.vulnweb.com/AJAX/index.php"", ""Accept-Encoding"": ""gzip, deflate""}",5.330968206278131,0.0,91,0,0,0,2,False,4,0,59
http://testphp.vulnweb.com/AJAX/titles.php,0,,"{""Host"": ""testphp.vulnweb.com"", ""Proxy-Connection"": ""keep-alive"", ""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"", ""Accept"": ""*/*"", ""Sec-GPC"": ""1"", ""Accept-Language"": ""en-US,en;q=0.5"", ""Referer"": ""http://testphp.vulnweb.com/AJAX/index.php"", ""Accept-Encoding"": ""gzip, deflate""}",5.330968206278131,0.0,91,0,0,0,2,False,4,0,59
http://testphp.vulnweb.com/AJAX/categories.php,0,,"{""Host"": ""testphp.vulnweb.com"", ""Proxy-Connection"": ""keep-alive"", ""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"", ""Accept"": ""*/*"", ""Sec-GPC"": ""1"", ""Accept-Language"": ""en-US,en;q=0.5"", ""Referer"": ""http://testphp.vulnweb.com/AJAX/index.php"", ""Accept-Encoding"": ""gzip, deflate""}",5.330968206278131,0.0,91,0,0,0,2,False,4,0,59
http://testphp.vulnweb.com/AJAX/artists.php,0,,"{""Host"": ""testphp.vulnweb.com"", ""Proxy-Connection"": ""keep-alive"", ""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"", ""Accept"": ""*/*"", ""Sec-GPC"": ""1"", ""Accept-Language"": ""en-US,en;q=0.5"", ""Referer"": ""http://testphp.vulnweb.com/AJAX/index.php"", ""Accept-Encoding"": ""gzip, deflate""}",5.330968206278131,0.0,91,0,0,0,2,False,4,0,59
http://testphp.vulnweb.com/categories.php,0,,"{""Host"": ""testphp.vulnweb.com"", ""Proxy-Connection"": ""keep-alive"", ""Upgrade-Insecure-Requests"": ""1"", ""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"", ""Accept"": ""text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8"", ""Sec-GPC"": ""1"", ""Accept-Language"": ""en-US,en;q=0.5"", ""Referer"": ""http://testphp.vulnweb.com/guestbook.php"", ""Accept-Encoding"": ""gzip, deflate""}",5.344734456080207,0.0,117,0,0,0,1,False,3,0,73
http://testphp.vulnweb.com/artists.php,0,,"{""Host"": ""testphp.vulnweb.com"", ""Proxy-Connection"": ""keep-alive"", ""Upgrade-Insecure-Requests"": ""1"", ""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"", ""Accept"": ""text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8"", ""Sec-GPC"": ""1"", ""Accept-Language"": ""en-US,en;q=0.5"", ""Referer"": ""http://testphp.vulnweb.com/categories.php"", ""Accept-Encoding"": ""gzip, deflate""}",5.330774361528305,0.0,117,0,0,0,1,False,3,0,73
http://testphp.vulnweb.com/comment.php?aid=2,0,,"{""Host"": ""testphp.vulnweb.com"", ""Proxy-Connection"": ""keep-alive"", ""Upgrade-Insecure-Requests"": ""1"", ""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"", ""Accept"": ""text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8"", ""Sec-GPC"": ""1"", ""Accept-Language"": ""en-US,en;q=0.5"", ""Referer"": ""http://testphp.vulnweb.com/artists.php"", ""Accept-Encoding"": ""gzip, deflate""}",5.337700606730166,0.0,117,1,0,5,1,False,3,0,73
http://testphp.vulnweb.com/cart.php,0,,"{""Host"": ""testphp.vulnweb.com"", ""Proxy-Connection"": ""keep-alive"", ""Upgrade-Insecure-Requests"": ""1"", ""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"", ""Accept"": ""text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8"", ""Sec-GPC"": ""1"", ""Accept-Language"": ""en-US,en;q=0.5"", ""Referer"": ""http://testphp.vulnweb.com/artists.php"", ""Accept-Encoding"": ""gzip, deflate""}",5.337700606730166,0.0,117,0,0,0,1,False,3,0,73
http://testphp.vulnweb.com/login.php,0,,"{""Host"": ""testphp.vulnweb.com"", ""Proxy-Connection"": ""keep-alive"", ""Upgrade-Insecure-Requests"": ""1"", ""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"", ""Accept"": ""text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8"", ""Sec-GPC"": ""1"", ""Accept-Language"": ""en-US,en;q=0.5"", ""Referer"": ""http://testphp.vulnweb.com/cart.php"", ""Accept-Encoding"": ""gzip, deflate""}",5.337822060639706,0.0,117,0,0,0,1,False,3,0,73
http://testphp.vulnweb.com/userinfo.php,1,uname=test&pass=test,"{""Host"": ""testphp.vulnweb.com"", ""Proxy-Connection"": ""keep-alive"", ""Content-Length"": ""20"", ""Cache-Control"": ""max-age=0"", ""Origin"": ""http://testphp.vulnweb.com"", ""Content-Type"": ""application/x-www-form-urlencoded"", ""Upgrade-Insecure-Requests"": ""1"", ""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"", ""Accept"": ""text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8"", ""Sec-GPC"": ""1"", ""Accept-Language"": ""en-US,en;q=0.5"", ""Referer"": ""http://testphp.vulnweb.com/login.php"", ""Accept-Encoding"": ""gzip, deflate""}",5.276870379697014,3.084183719779189,155,0,3,0,1,False,3,0,99
http://testphp.vulnweb.com/userinfo.php,1,urname=John+Smith&ucc=1234-5678-2300-9000&uemail=email%40email.com&uphone=2323345&uaddress=21+street&update=update,"{""Host"": ""testphp.vulnweb.com"", ""Proxy-Connection"": ""keep-alive"", ""Content-Length"": ""114"", ""Cache-Control"": ""max-age=0"", ""Origin"": ""http://testphp.vulnweb.com"", ""Content-Type"": ""application/x-www-form-urlencoded"", ""Upgrade-Insecure-Requests"": ""1"", ""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"", ""Accept"": ""text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8"", ""Sec-GPC"": ""1"", ""Accept-Language"": ""en-US,en;q=0.5"", ""Referer"": ""http://testphp.vulnweb.com/userinfo.php"", ""Accept-Encoding"": ""gzip, deflate"", ""Cookie"": ""login=test%2Ftest""}",5.281253377790488,4.771144296708226,163,0,18,0,1,False,3,8,104
http://testphp.vulnweb.com/userinfo.php,1,urname=John+Smith&ucc=1234-5678-2300-9000&uemail=email%40email.com&uphone=2323345&uaddress=21+street&update=update,"{""Host"": ""testphp.vulnweb.com"", ""Proxy-Connection"": ""keep-alive"", ""Content-Length"": ""114"", ""Cache-Control"": ""max-age=0"", ""Origin"": ""http://testphp.vulnweb.com"", ""Content-Type"": ""application/x-www-form-urlencoded"", ""Upgrade-Insecure-Requests"": ""1"", ""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"", ""Accept"": ""text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8"", ""Sec-GPC"": ""1"", ""Accept-Language"": ""en-US,en;q=0.5"", ""Referer"": ""http://testphp.vulnweb.com/userinfo.php"", ""Accept-Encoding"": ""gzip, deflate"", ""Cookie"": ""login=test%2Ftest""}",5.281253377790488,4.771144296708226,163,0,18,0,1,False,3,8,104
http://testphp.vulnweb.com/userinfo.php,1,urname=Johnny+Smith&ucc=1234-5678-2300-9000&uemail=email%40email.com&uphone=2323345&uaddress=21+street&update=update,"{""Host"": ""testphp.vulnweb.com"", ""Proxy-Connection"": ""keep-alive"", ""Content-Length"": ""116"", ""Cache-Control"": ""max-age=0"", ""Origin"": ""http://testphp.vulnweb.com"", ""Content-Type"": ""application/x-www-form-urlencoded"", ""Upgrade-Insecure-Requests"": ""1"", ""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"", ""Accept"": ""text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8"", ""Sec-GPC"": ""1"", ""Accept-Language"": ""en-US,en;q=0.5"", ""Referer"": ""http://testphp.vulnweb.com/userinfo.php"", ""Accept-Encoding"": ""gzip, deflate"", ""Cookie"": ""login=test%2Ftest""}",5.27993837321776,4.803807509887233,163,0,18,0,1,False,3,8,104
http://testphp.vulnweb.com/userinfo.php,0,,"{""Host"": ""testphp.vulnweb.com"", ""Proxy-Connection"": ""keep-alive"", ""Upgrade-Insecure-Requests"": ""1"", ""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"", ""Accept"": ""text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8"", ""Sec-GPC"": ""1"", ""Accept-Language"": ""en-US,en;q=0.5"", ""Referer"": ""http://testphp.vulnweb.com/userinfo.php"", ""Accept-Encoding"": ""gzip, deflate"", ""Cookie"": ""login=test%2Ftest""}",5.341997127331331,0.0,125,0,0,0,1,False,3,0,78
http://testphp.vulnweb.com/guestbook.php,0,,"{""Host"": ""testphp.vulnweb.com"", ""Proxy-Connection"": ""keep-alive"", ""Upgrade-Insecure-Requests"": ""1"", ""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"", ""Accept"": ""text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8"", ""Sec-GPC"": ""1"", ""Accept-Language"": ""en-US,en;q=0.5"", ""Referer"": ""http://testphp.vulnweb.com/userinfo.php"", ""Accept-Encoding"": ""gzip, deflate"", ""Cookie"": ""login=test%2Ftest""}",5.341997127331331,0.0,125,0,0,0,1,False,3,0,78
http://testphp.vulnweb.com/guestbook.php,1,name=test&text=hey+there%21&submit=add+message,"{""Host"": ""testphp.vulnweb.com"", ""Proxy-Connection"": ""keep-alive"", ""Content-Length"": ""46"", ""Cache-Control"": ""max-age=0"", ""Origin"": ""http://testphp.vulnweb.com"", ""Content-Type"": ""application/x-www-form-urlencoded"", ""Upgrade-Insecure-Requests"": ""1"", ""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"", ""Accept"": ""text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8"", ""Sec-GPC"": ""1"", ""Accept-Language"": ""en-US,en;q=0.5"", ""Referer"": ""http://testphp.vulnweb.com/guestbook.php"", ""Accept-Encoding"": ""gzip, deflate"", ""Cookie"": ""login=test%2Ftest""}",5.281468316893164,4.006726357995767,163,0,8,0,1,False,3,3,104
http://testphp.vulnweb.com/AJAX/index.php,0,,"{""Host"": ""testphp.vulnweb.com"", ""Proxy-Connection"": ""keep-alive"", ""Upgrade-Insecure-Requests"": ""1"", ""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"", ""Accept"": ""text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8"", ""Sec-GPC"": ""1"", ""Accept-Language"": ""en-US,en;q=0.5"", ""Referer"": ""http://testphp.vulnweb.com/guestbook.php"", ""Accept-Encoding"": ""gzip, deflate"", ""Cookie"": ""login=test%2Ftest""}",5.3434392435041556,0.0,125,0,0,0,2,False,4,0,78
http://testphp.vulnweb.com/AJAX/artists.php,0,,"{""Host"": ""testphp.vulnweb.com"", ""Proxy-Connection"": ""keep-alive"", ""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"", ""Accept"": ""*/*"", ""Sec-GPC"": ""1"", ""Accept-Language"": ""en-US,en;q=0.5"", ""Referer"": ""http://testphp.vulnweb.com/AJAX/index.php"", ""Accept-Encoding"": ""gzip, deflate"", ""Cookie"": ""mycookie=3; login=test%2Ftest""}",5.342918322033642,0.0,101,0,0,0,2,False,4,0,65
